,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Categor√≠as,Gender
29,29,29,48,59,2019-04-07 05:09:11.000,1.1147569866195516e+18,1.1147569866195516e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",De after 2 huevos fritos con chorizo,Oscar,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['huevo', 'chorizo']",473.0,2.2,34.2,39.5,457.6,0.0,"['Productos lacteos', 'Carnes']",male
30,30,30,51,62,2019-04-07 05:32:38.000,1.1147628881897062e+18,1.1147628881897062e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}",@Acuario68008471 Venga vecina que el chocolate ya es historia y es domingo para ser feliz.....Besossss https://t.co/cU0jwXkBIr,Manu,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,['chocolate'],271.33,59.23,30.53,7.29,20.0,0.53,['Dulces'],male
31,31,31,53,64,2019-04-07 05:37:40.000,1.1147641554273484e+18,1.1147641554273484e+18,es,"{'id': '0b44d497e6f73221', 'url': 'https://api.twitter.com/1.1/geo/id/0b44d497e6f73221.json', 'place_type': 'city', 'name': 'Tarancón', 'full_name': 'Tarancón, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.098482, 39.951433], [-3.098482, 40.056847], [-2.920937, 40.056847], [-2.920937, 39.951433]]]}, 'attributes': {}}","Recibida la muestra ☆FRESH MEANS POWERFUL☆  nueva crema BOOSTER NOCHE 
Gracias a clinique_es @clinique 

#clinique… https://t.co/5fVzGoKOjh",,España,Tarancón,"(-3.098482, 39.951433)",Castilla la Mancha,yes,['crema'],159.0,22.3,5.36,4.9,120.0,0.3,['Productos lacteos'],male
32,32,32,56,67,2019-04-07 05:50:40.000,1.1147674265567028e+18,1.1147674265567028e+18,es,"{'id': 'e342de30841352bf', 'url': 'https://api.twitter.com/1.1/geo/id/e342de30841352bf.json', 'place_type': 'city', 'name': 'Almería', 'full_name': 'Almería, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.543758, 36.737433], [-2.543758, 37.000063], [-2.2036379999999998, 37.000063], [-2.2036379999999998, 36.737433]]]}, 'attributes': {}}",@TeoGarciaEgea 🤣🤣🤣 veo a Pablo muy favorecido con las dos banderillas en el lomo...de las astas mejor no hablamos jajja,Isa,España,Almería,"(-2.543758, 36.737433)",Andalucía,yes,['lomo'],237.0,0.0,14.27,27.0,75.0,0.0,['Carnes'],female
33,33,33,57,68,2019-04-07 05:51:48.000,1.1147677137113416e+18,1.1147677137113416e+18,es,"{'id': 'e342de30841352bf', 'url': 'https://api.twitter.com/1.1/geo/id/e342de30841352bf.json', 'place_type': 'city', 'name': 'Almería', 'full_name': 'Almería, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.543758, 36.737433], [-2.543758, 37.000063], [-2.2036379999999998, 37.000063], [-2.2036379999999998, 36.737433]]]}, 'attributes': {}}","Veo a Pablo muy favorecido con las banderillas en el lomo, de las astas mejor no hablamos 🤣🤣🤣",Isa,España,Almería,"(-2.543758, 36.737433)",Andalucía,yes,['lomo'],237.0,0.0,14.27,27.0,75.0,0.0,['Carnes'],female
34,34,34,58,69,2019-04-07 05:54:36.000,1.1147684153974332e+18,1.1147684153974332e+18,es,"{'id': 'ad7a1f694bf32ae7', 'url': 'https://api.twitter.com/1.1/geo/id/ad7a1f694bf32ae7.json', 'place_type': 'city', 'name': 'Torrelodones', 'full_name': 'Torrelodones, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.95975, 40.547764], [-3.95975, 40.597435], [-3.883512, 40.597435], [-3.883512, 40.547764]]]}, 'attributes': {}}","Nuevo sorteo con sibaritasdelavida  y @LolaTarazagaTA1 !!! Peeling corporal con fragancia a almendras dulce, grano… https://t.co/x4iwOnnrFj",BOREALIS,España,Torrelodones,"(-3.95975, 40.547764)",Madrid,yes,"['almendras', 'almendra']",1245.0,16.7,101.47,31.13,0.0,16.560000000000002,"['Frutos secos', 'Frutos secos']",
35,35,35,60,72,2019-04-07 06:00:55.000,1.1147700043802132e+18,1.1147700043802132e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","@Trismegista Q pereza, escuchar S. Drago, y q ascazo. Me fio más de lo q opines aquí, q de lo q pueda decir semejante cerdo",Menchu,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['cerdo'],271.0,0.0,17.04,27.34,90.0,0.0,['Carnes'],female
36,36,36,61,73,2019-04-07 06:04:37.000,1.1147709350584524e+18,1.1147709350584524e+18,es,"{'id': '0df6ac4d361d4e0e', 'url': 'https://api.twitter.com/1.1/geo/id/0df6ac4d361d4e0e.json', 'place_type': 'city', 'name': 'Vigo', 'full_name': 'Vigo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.916355, 42.12938], [-8.916355, 42.264735], [-8.626759, 42.264735], [-8.626759, 42.12938]]]}, 'attributes': {}}",Los sueños son como una sopa recalentada,Elena,España,Vigo,"(-8.916355, 42.12938)",Galicia,yes,['sopa'],321.0,58.24,4.34,10.99,74.0,2.2,['Sopas'],female
37,37,37,62,74,2019-04-07 06:20:31.000,1.114774937577898e+18,1.114774937577898e+18,es,"{'id': 'cbdb0e7018443220', 'url': 'https://api.twitter.com/1.1/geo/id/cbdb0e7018443220.json', 'place_type': 'city', 'name': 'Murcia', 'full_name': 'Murcia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.385233, 37.715968], [-1.385233, 38.117714], [-0.850358, 38.117714], [-0.850358, 37.715968]]]}, 'attributes': {}}",Esta mañana bajare y le voy a pedir amablemente si me pone un café con leche hirviendo y con gusto requemado con do… https://t.co/gLjk1DorDI,Miki,España,Murcia,"(-1.385233, 37.715968)",Murcia,yes,['leche'],65.0,4.7,3.8,3.06,14.0,0.0,['Productos lacteos'],female
38,38,38,64,76,2019-04-07 06:28:39.000,1.1147769872377364e+18,1.1147769872377364e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}","🍹Agua de Valencia: Ginebra, Vodka, Champán y Zumo de naranja 🍊 Si queréis probar la bebida típica de la ciudad, ten… https://t.co/62lVmTcvKU",Fabiola,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,"['Zumo', 'Zumo de naranja', 'naranja']",160.0,45.0,0.2,2.3,0.0,4.1,"['Bebidas', 'Bebidas', 'Frutas']",female
39,39,39,66,78,2019-04-07 06:37:24.000,1.114779186877608e+18,1.114779186877608e+18,es,"{'id': 'aab98cb60835e83e', 'url': 'https://api.twitter.com/1.1/geo/id/aab98cb60835e83e.json', 'place_type': 'city', 'name': 'Burgos', 'full_name': 'Burgos, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.794911, 42.284782], [-3.794911, 42.404004], [-3.583968, 42.404004], [-3.583968, 42.284782]]]}, 'attributes': {}}","Arranca 2019 con una caída del 9,71% de la producción de carne de #ovino. #ganadería #ovinotg… https://t.co/0W5VEw6sRt",Ovino,España,Burgos,"(-3.794911, 42.284782)",Castilla y León,yes,"['vino', 'carne']",151.75,0.3,8.0,22.33,66.7,0.0,"['Bebidas Alcoholicas', 'Carnes']",
40,40,40,67,79,2019-04-07 06:39:23.000,1.1147796863185428e+18,1.1147796863185428e+18,es,"{'id': 'c13dcd909f82b68e', 'url': 'https://api.twitter.com/1.1/geo/id/c13dcd909f82b68e.json', 'place_type': 'city', 'name': 'Ibi', 'full_name': 'Ibi, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.619567, 38.589542], [-0.619567, 38.659221], [-0.4961, 38.659221], [-0.4961, 38.589542]]]}, 'attributes': {}}","Buenos dias‼️ Empezamos el domingo con un buen desayuno 😋A la rica fruta!!! Fresca y natural 😍

Continuaremos con c… https://t.co/dwBBgoIdo4",Rte,España,Ibi,"(-0.619567, 38.589542)",Comunidad Valenciana,yes,['fruta'],107.0,50.0,0.1,0.9,0.0,1.1,['Frutas'],male
41,41,41,69,81,2019-04-07 06:45:06.000,1.1147811256066294e+18,1.1147811256066294e+18,es,"{'id': 'd8649a50c13d5c57', 'url': 'https://api.twitter.com/1.1/geo/id/d8649a50c13d5c57.json', 'place_type': 'city', 'name': 'Agost', 'full_name': 'Agost, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.705859, 38.395697], [-0.705859, 38.502534], [-0.577629, 38.502534], [-0.577629, 38.395697]]]}, 'attributes': {}}","Una Mala CONCIENCIA HACER ESTO, CON UN POBRE ANIMAL, QUÉ TÉ LO HÁ DADO TODO, CUÁNDO ERA PEQUEÑO, y PARECÍA UN JUGUE… https://t.co/zjiXX5iifv",ELOY,España,Agost,"(-0.705859, 38.395697)",Comunidad Valenciana,yes,['TÉ'],36.0,2.45,2.3654,1.7,7.0,0.0,['Bebidas'],male
42,42,42,71,83,2019-04-07 06:55:21.000,1.1147837052838666e+18,1.1147837052838666e+18,es,"{'id': 'b538938ca48e6ea0', 'url': 'https://api.twitter.com/1.1/geo/id/b538938ca48e6ea0.json', 'place_type': 'city', 'name': 'Torrevieja', 'full_name': 'Torrevieja, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.7611439999999999, 37.94106], [-0.7611439999999999, 38.04835], [-0.647318, 38.04835], [-0.647318, 37.94106]]]}, 'attributes': {}}",Ummmm orejitas de cerdo tapa&amp;caña #Torrevieja #1n en Tapa &amp; Caña Torrevieja https://t.co/pvos1ObwZo,intured,España,Torrevieja,"(-0.7611439999999999, 37.94106)",Comunidad Valenciana,yes,['cerdo'],271.0,0.0,17.04,27.34,90.0,0.0,['Carnes'],
43,43,43,73,85,2019-04-07 06:57:09.000,1.1147841593172828e+18,1.1147841593172828e+18,es,"{'id': '5ad003e559cee757', 'url': 'https://api.twitter.com/1.1/geo/id/5ad003e559cee757.json', 'place_type': 'city', 'name': 'Girona', 'full_name': 'Girona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.782826, 41.939177], [2.782826, 42.02977], [2.8979749999999997, 42.02977], [2.8979749999999997, 41.939177]]]}, 'attributes': {}}","Buenos días de domingo!!! ☀️🌡️🌂🍃🌱🐝🐛🦋🌷
.
Para desayunar un 🌾 PORRIDGE EXPRESS, con copos de avena 🌾, uvas pasas 🍇, a… https://t.co/hLSPqlcUbD",NutriClinica,España,Girona,"(2.782826, 41.939177)",Cataluña,yes,"['avena', 'uvas', 'pasas']",770.0,151.1,8.100000000000001,19.96,0.0,17.5,"['Cereales y derivados', 'Frutas', 'Frutas']",
44,44,44,74,89,2019-04-07 06:59:55.000,1.114784855559164e+18,1.114784855559164e+18,es,"{'id': '1ba3cc83bd7483f4', 'url': 'https://api.twitter.com/1.1/geo/id/1ba3cc83bd7483f4.json', 'place_type': 'city', 'name': 'Villacastín', 'full_name': 'Villacastín, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.481129, 40.633746], [-4.481129, 40.86322], [-4.369738, 40.86322], [-4.369738, 40.633746]]]}, 'attributes': {}}",#BuenosDías. Continúalos con las recetas de #Cuaresma2019. En este caso una deliciosa Torrija de queso #monteenebro… https://t.co/KNimYBrWhY,Ávila,España,Villacastín,"(-4.481129, 40.633746)",Castilla y León,yes,"['queso', 'Torrija']",686.0,18.82,50.0,40.83000000000001,162.4,1.0,"['Productos lacteos', 'Cereales y derivados']",
45,45,45,75,90,2019-04-07 07:03:38.000,1.1147857899578164e+18,1.1147857899578164e+18,es,"{'id': 'a4d75ab3c00c2563', 'url': 'https://api.twitter.com/1.1/geo/id/a4d75ab3c00c2563.json', 'place_type': 'city', 'name': 'Níjar', 'full_name': 'Níjar, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.300484, 36.719095], [-2.300484, 37.0197], [-1.925271, 37.0197], [-1.925271, 36.719095]]]}, 'attributes': {}}","La Isleta del Moro Almería
Es domingo y me aparece comenzar con tonos naranjas... !!!
Muy buenos días !!! 🙂 en La I… https://t.co/1zTUsYW5fR",Paqui,España,Níjar,"(-2.300484, 36.719095)",Andalucía,yes,"['naranjas', 'naranja']",152.0,34.4,0.0,3.2,0.0,8.0,"['Frutas', 'Frutas']",female
46,46,46,76,93,2019-04-07 07:06:15.000,1.1147864478553743e+18,1.1147864478553743e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","Querido vecino, eres un auténtico cerdo! https://t.co/vV0DPebbRA",Jesus,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['té', 'cerdo']",307.0,2.45,19.4054,29.04,97.0,0.0,"['Bebidas', 'Carnes']",male
47,47,47,78,95,2019-04-07 07:10:28.000,1.1147875096435016e+18,1.1147875096435016e+18,es,"{'id': '2e858e47881ddc48', 'url': 'https://api.twitter.com/1.1/geo/id/2e858e47881ddc48.json', 'place_type': 'city', 'name': 'Alicante', 'full_name': 'Alicante, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.6564329999999999, 38.160348], [-0.6564329999999999, 38.537463], [-0.37460899999999997, 38.537463], [-0.37460899999999997, 38.160348]]]}, 'attributes': {}}","@Rikopelo Es que un pavo me cabreó mucho ayer con una gilipollez y he recordado eso pero versionado, así que nada,… https://t.co/Z8J9Bx9zF5",El,España,Alicante,"(-0.6564329999999999, 38.160348)",Comunidad Valenciana,yes,['pavo'],119.0,0.0,2.86,21.77,65.0,0.0,['Productos avicolas'],male
48,48,48,79,96,2019-04-07 07:10:40.000,1.1147875605497568e+18,1.1147875605497568e+18,es,"{'id': '8c86b8b4cb716103', 'url': 'https://api.twitter.com/1.1/geo/id/8c86b8b4cb716103.json', 'place_type': 'city', 'name': 'Sevilla', 'full_name': 'Sevilla, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.02843, 37.313613], [-6.02843, 37.452783], [-5.8186599999999995, 37.452783], [-5.8186599999999995, 37.313613]]]}, 'attributes': {}}","Para mi, un desayuno sin tostada, ¡no es un desayuno! Me encantaaaaa el sabor del pan 🍞 tostado con aceite y procur… https://t.co/Gj3c1dnwi3",Miriam,España,Sevilla,"(-6.02843, 37.313613)",Andalucía,yes,['aceite'],442.0,0.0,100.0,0.0,0.0,0.0,['Grasas y aceites'],female
49,49,49,83,100,2019-04-07 07:21:15.000,1.1147902240166952e+18,1.1147902240166952e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","@Barcelonasoul5 @CiudadanosCs Arderá en su propia salsa,hecha de mentiras ,exageraciones ,manipulaciones ,odio, per… https://t.co/WdswPvTDYd",Miguel,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['salsa'],99.455,9.52,16.04,3.93,18.06,1.14,['Sopas'],male
50,50,50,84,101,2019-04-07 07:21:37.000,1.1147903141773844e+18,1.1147903141773844e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Morcilla de arroz negro con rabas de az_eljefe en la @fondalalechuga en Fonda La Lechuga https://t.co/Xjrn6xBZqo,Fonda,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['arroz', 'lechuga']",403.0,173.4,1.5,8.120000000000001,0.0,1.7,"['Cereales y derivados', 'Vegetales']",female
51,51,51,85,102,2019-04-07 07:22:47.000,1.11479060674261e+18,1.11479060674261e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Chorizo de atún de az_eljefe en la @fondalalechuga en Fonda La Lechuga https://t.co/e4EdcBK85x,Fonda,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['lechuga', 'Chorizo']",339.0,3.3,23.70000000000001,28.12,72.6,1.5,"['Vegetales', 'Carnes']",female
52,52,52,86,103,2019-04-07 07:25:14.000,1.1147912270047314e+18,1.1147912270047314e+18,es,"{'id': '590e9f3315ea23a7', 'url': 'https://api.twitter.com/1.1/geo/id/590e9f3315ea23a7.json', 'place_type': 'city', 'name': 'Santander', 'full_name': 'Santander, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889051, 43.434462], [-3.889051, 43.494818], [-3.763247, 43.494818], [-3.763247, 43.434462]]]}, 'attributes': {}}",NOOOOOOOOO ES LA TARTA DE UNA AMIGA,gema,España,Santander,"(-3.889051, 43.434462)",Cantabria,yes,['TARTA'],401.0,49.2,20.2,5.2,101.3,1.2,['Dulces'],female
53,53,53,87,104,2019-04-07 07:25:32.000,1.1147913006861272e+18,1.1147913006861272e+18,es,"{'id': '590e9f3315ea23a7', 'url': 'https://api.twitter.com/1.1/geo/id/590e9f3315ea23a7.json', 'place_type': 'city', 'name': 'Santander', 'full_name': 'Santander, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889051, 43.434462], [-3.889051, 43.494818], [-3.763247, 43.494818], [-3.763247, 43.434462]]]}, 'attributes': {}}",esta tarta no está más rica porque no puede de verdad te lo digo,gema,España,Santander,"(-3.889051, 43.434462)",Cantabria,yes,['tarta'],401.0,49.2,20.2,5.2,101.3,1.2,['Dulces'],female
54,54,54,89,106,2019-04-07 07:28:56.000,1.1147921557872722e+18,1.1147921557872722e+18,es,"{'id': '989361a3d92da3b7', 'url': 'https://api.twitter.com/1.1/geo/id/989361a3d92da3b7.json', 'place_type': 'city', 'name': 'Seseña', 'full_name': 'Seseña, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.733956, 40.027326], [-3.733956, 40.143247], [-3.602538, 40.143247], [-3.602538, 40.027326]]]}, 'attributes': {}}",@daudenibanez Menudo cerdo estás hecho!,Miguel,España,Seseña,"(-3.733956, 40.027326)",Castilla la Mancha,yes,['cerdo'],271.0,0.0,17.04,27.34,90.0,0.0,['Carnes'],male
55,55,55,91,109,2019-04-07 07:34:14.000,1.1147934911530024e+18,1.1147934911530024e+18,es,"{'id': '894216ab3128dc84', 'url': 'https://api.twitter.com/1.1/geo/id/894216ab3128dc84.json', 'place_type': 'city', 'name': 'San Andrés del Rabanedo', 'full_name': 'San Andrés del Rabanedo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.749047, 42.584072], [-5.749047, 42.676229], [-5.586292, 42.676229], [-5.586292, 42.584072]]]}, 'attributes': {}}",@YofuiaEGB Con la leche una ambrosía.,Maria,España,San Andrés del Rabanedo,"(-5.749047, 42.584072)",Castilla y León,yes,['leche'],65.0,4.7,3.8,3.06,14.0,0.0,['Productos lacteos'],female
56,56,56,93,111,2019-04-07 07:39:06.000,1.114794714799145e+18,1.114794714799145e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","@JoanTarda @Esquerra_ERC @VilaWeb Un cerdo vendido por un plato de garbanzos. Has sido toda tu puta vida igual, ya… https://t.co/TtJbaJPJWB",K,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['cerdo'],271.0,0.0,17.04,27.34,90.0,0.0,['Carnes'],male
57,57,57,94,112,2019-04-07 07:40:25.000,1.114795045549478e+18,1.114795045549478e+18,es,"{'id': 'f09267661d5e6ccb', 'url': 'https://api.twitter.com/1.1/geo/id/f09267661d5e6ccb.json', 'place_type': 'city', 'name': 'Algete', 'full_name': 'Algete, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.593641, 40.580792], [-3.593641, 40.656698], [-3.45563, 40.656698], [-3.45563, 40.580792]]]}, 'attributes': {}}","@mariano9605 @eldiariocv Joder, Aznar otra vez borracho?, Hostias no os dije que no le dierais vino?",Iñaki,España,Algete,"(-3.593641, 40.580792)",Madrid,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,['Bebidas Alcoholicas'],male
